Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Abstract,Author Keywords,Index Keywords,clustering_plus_chat_gpt_titles,bertopic_titles,bertopic_abstracts
Foster J.A.; Kavolus M.W.; Landy D.C.; Pectol R.W.; Sneed C.R.; Kinchelow D.L.; Griffin J.T.; Hawk G.S.; Bernard A.C.; Oyler D.R.; Aneja A.,"Foster, Jeffrey A. (58025669100); Kavolus, Matthew W. (57322100000); Landy, David C. (35324869600); Pectol, Richard W. (6506198585); Sneed, Chandler R. (57974317200); Kinchelow, Daria L. (58126627600); Griffin, Jarod T. (58019600000); Hawk, Gregory S. (57210988604); Bernard, Andrew C. (7401677405); Oyler, Douglas R. (56015848300); Aneja, Arun (35298526400)",58025669100; 57322100000; 35324869600; 6506198585; 57974317200; 58126627600; 58019600000; 57210988604; 7401677405; 56015848300; 35298526400,Low-Dose Short-Term Scheduled Ketorolac Reduces Opioid Use and Pain in Orthopaedic Polytrauma Patients: A Randomized Clinical Trial,2023,Journal of Orthopaedic Trauma,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178098248&doi=10.1097%2fBOT.0000000000002703&partnerID=40&md5=275cbb49016cb78f522e46b9ced67673,"Objective:To determine whether scheduled low-dose, short-term ketorolac is associated with reduced length of stay, opioid use, and pain in orthopaedic polytrauma patients.Design:Double-blinded, randomized controlled trial.Setting:One Level 1 trauma center.Patients:From August 2018 to October 2022, 70 orthopaedic polytrauma patients between 18 and 75 years of age with a New Injury Severity Score > 9 were randomized. Seventy participants were enrolled, with 35 randomized to the ketorolac group and 35 to the placebo group.Intervention:The intervention used was 15 mg of intravenous (IV) ketorolac every 6 hours for up to 5 inpatient days or 2 mL of IV saline in a similar fashion.Main Outcome Measurements:Length of stay (LOS), morphine milligram equivalents, visual analog scale, and complications.Results:Study groups were not significantly different regarding age, body mass index, and New Injury Severity Score (P > 0.05). The median LOS was 8 days (interquartile range, 4.5-11.5) in the ketorolac group compared with 7 days (interquartile range, 3-10) in the placebo group (P = 0.275). Over the 5-day treatment period, the ketorolac group experienced a 32% reduction in average morphine milligram equivalents (P = 0.013) and a 12-point reduction in baseline-adjusted mean visual analog scale (P = 0.037) compared with the placebo group. There were no apparent short-term adverse effects in either group.Conclusions:Scheduled low-dose, short-term IV ketorolac was associated with significantly reduced inpatient opioid use and pain in orthopaedic polytrauma patients, with no significant difference in LOS and no apparent short-term adverse effects. The results support the use of scheduled low-dose, short-term IV ketorolac for acute pain control among orthopaedic polytrauma patients. Further studies are needed to delineate lasting clinical effects and potential long-term effects, such as fracture healing.Level of Evidence:Therapeutic Level I. See Instructions for Authors for a complete description of levels of evidence. © 2023 Lippincott Williams and Wilkins. All rights reserved.",acute pain management; decreased opioid use; IV ketorolac; morphine milligram equivalent; nonopioid pain management; orthopaedic polytrauma; visual analog scale,enoxaparin; gabapentin; ibuprofen; ketorolac; methocarbamol; morphine; opiate; oxycodone; paracetamol; tramadol; adult; analgesia; Article; body mass; controlled study; deep vein thrombosis; double blind procedure; female; fracture healing; human; injury scale; length of stay; low drug dose; major clinical study; male; multiple trauma; muscle spasm; musculoskeletal injury; outcome assessment; pain; pilot study; randomized controlled trial; social psychology; thrombosis prevention; visual analog scale,"""Lower Extremity Health and Biomechanics: Studies on Pain, Function, and Treatment Methods""",Lower Limb Biomechanics and Pain Management in Chronic Conditions,Impact of Exercise on Health and Rehabilitation
Park D.; Kim Y.,"Park, Dahoon (58145834400); Kim, Yushin (55636319968)",58145834400; 55636319968,Kilohertz-frequency interferential current induces hypoalgesic effects more comfortably than TENS,2023,Scientific Reports,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160241906&doi=10.1038%2fs41598-023-35489-7&partnerID=40&md5=7dffa2f3a57797ba273848e4652fb696,"Recent research on transcutaneous electrical stimulation has shown that inhibiting nerve conduction with a kilohertz frequency is both effective and safe. This study primarily aims to demonstrate the hypoalgesic effect on the tibial nerve using transcutaneous interferential-current nerve inhibition (TINI), which injects the kilohertz frequency produced by the interferential currents. Additionally, the secondary objective was to compare the analgesic effect and comfort of TINI and transcutaneous electrical nerve stimulation (TENS). Thirty-one healthy adults participated in this cross-over repeated measures study. The washout period was set to 24 h or more. Stimulus intensity was set just below the pain threshold level. TINI and TENS were applied for 20 min each. The ankle passive dorsiflexion range of motion, pressure pain threshold (PPT), and tactile threshold were measured at the baseline, pre-test, test (immediately before ceasing intervention), and post-test (30 min after ceasing intervention) sessions. After the interventions, the participants evaluated the level of discomfort for TINI and TENS on a 10 cm visual analog scale (VAS). As the results, PPT significantly increased compared to baseline in test and posttest sessions of TINI, but not in those of TENS. Also, participants reported that TENS was 36% more discomfort than TINI. The hypoalgesic effect was not significantly different between TINI and TENS. In conclusion, we found that TINI inhibited mechanical pain sensitivity and that the inhibitory effect persisted long after electrical stimulation ceased. Our study also shows that TINI provides the hypoalgesic effect more comfortably than TENS. © 2023, The Author(s).",,Adult; Humans; Pain; Pain Management; Pain Measurement; Pain Threshold; Transcutaneous Electric Nerve Stimulation; adult; analgesic activity; ankle; article; clinical article; comfort; controlled study; electrostimulation; female; human; human experiment; male; nociception; pain threshold; pressure pain threshold; pretest posttest design; range of motion; tibial nerve; transcutaneous electrical nerve stimulation; visual analog scale; analgesia; pain; pain measurement; physiology; procedures; transcutaneous electrical nerve stimulation,"""Effects of Various Interventions on Postural Stability and Balance Control""",Postural Stability and Lower Limb Motor Control Studies,Management and Treatment of Chronic Musculoskeletal Pain
Sumathipala Y.; Khakhkhar S.; Suer M.J.,"Sumathipala, Yohan (58255216500); Khakhkhar, Shivani (57219231847); Suer, Michael J. (57430560100)",58255216500; 57219231847; 57430560100,"A 60-Year-Old Man with a 34-Year History of Chronic Exertional Compartment Syndrome and 3 Previous Surgical Fasciotomies, Successfully Treated with Injection of Botulinum Toxin",2023,American Journal of Case Reports,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159550049&doi=10.12659%2fAJCR.939431&partnerID=40&md5=2d025e1e2288732435dcdbd649eb8eaf,"Objective: Unusual clinical course Background: Patients with post-fasciotomy CECS recurrence can experience significant mobility issues at baseline that limit independent living. For these patients, a repeat fasciotomy is not ideal because they are older and post-surgi-cal scar tissue will make the fasciotomy technically challenging. Therefore, post-fasciotomy patients with CECS recurrence require new, non-surgical treatment options. Recent studies show botulinum toxin injections can be effective for the initial management of chronic exertional compartment syndrome (CECS) prior to surgery, especially in young patients primarily experiencing pain on exertion with minimal lower-extremity symptoms at rest. However, the ability to treat CECS recurrence status after fasciotomy with botulinum toxin injections of the legs has not been studied. Case Report: We present the first case where botulinum toxin was applied to this patient population. Our patient was a 60-year-old man with a 34-year history of CECS who, 8 years after his third bilateral fasciotomy, progressively developed rest pain in his calves bilaterally, paresthesias, and difficulties when walking or descending stairs, with multiple near-falls due to his toes catching on stair steps. OnabotulinumtoxinA (BTX-A) injections into the posterior and lateral compartments resolved baseline symptoms: within 2 weeks, he was able to walk, nego-tiate stairs symptom-free, and enjoy an overseas vacation without complications. Conclusions: Symptoms related to recurrent CECS status after multiple fasciotomies can successfully be treated with BTX-A injections. Our patient’s baseline mobility issues resolved within 2 weeks after the injection and remained that way for over 31 months. However, his exertional symptoms and rest pain recurred at 9 months, suggesting that BTX-A injections are not completely curative. © Am J Case Rep,.","Activities of Daily Living; Botulinum Toxins, Type A; Chronic Exertional Compartment Syndrome; Chronic Pain; Fasciotomy",Chronic Disease; Chronic Exertional Compartment Syndrome; Compartment Syndromes; Fasciotomy; Humans; Leg; Lower Extremity; Male; Middle Aged; Pain; botulinum toxin A; steroid; adult; Article; case report; clinical article; clinical feature; compartment syndrome; denervation; disease course; disease duration; disease exacerbation; drug administration; drug response; falling; fasciotomy; follow up; gastrocnemius muscle; human; leg pain; male; medical history; middle aged; muscle hypertrophy; pain; paresthesia; patient history of surgery; rehabilitation; stair climbing; treatment failure; walking difficulty; weakness; chronic disease; compartment syndrome; complication; fasciotomy; leg; lower limb; pain,"""Pain Management and Musculoskeletal Health in Various Populations""",Chronic Pain Management and Treatment Studies,Shoulder Surgery Outcomes and Measures
Miller S.M.; Valovich McLeod T.C.; Zaslow T.L.; Wilson J.C.; Master C.L.; Snedden T.R.; Halstead M.E.; Grady M.F.; Fazekas M.L.; Santana J.A.; Coel R.A.; Howell D.R.,"Miller, Shane M. (57207308223); Valovich McLeod, Tamara C. (6506893751); Zaslow, Tracy L. (36712888500); Wilson, Julie C. (56959633000); Master, Christina L. (8685818700); Snedden, Traci R. (55026413000); Halstead, Mark E. (7004018418); Grady, Matthew F. (56240066900); Fazekas, Matthew L. (56830592100); Santana, Jonathan A. (57222707064); Coel, Rachel A. (36169901400); Howell, David R. (55536489400)",57207308223; 6506893751; 36712888500; 56959633000; 8685818700; 55026413000; 7004018418; 56240066900; 56830592100; 57222707064; 36169901400; 55536489400,Utility of a Clinical Prediction Tool for Persisting Postconcussive Symptoms in a Multicenter Sample of Youth Athletes With Concussion: The Sport Concussion Outcomes in Pediatrics (SCOPE) Study,2023,American Journal of Sports Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173776337&doi=10.1177%2f03635465231201610&partnerID=40&md5=2ee1dff54c1fe93816cd190b57f6f021,"Background: A validated clinical risk tool has been developed to identify pediatric and adolescent patients at risk of developing persisting symptoms after concussion, but has not been prospectively investigated within a sample of athletes seen after concussion by primary care sports medicine physicians and/or athletic trainers. Purpose: To determine whether a validated clinical risk prediction tool for persistent postconcussive symptoms (PPCSs) predicted which patients would develop PPCSs when obtained within 14 days of concussion among a multicenter sample of adolescent athletes. Study Design: Cohort study; Level of evidence, 2. Methods: Pediatric and adolescent patients (8-18 years of age) from 7 pediatric medical centers and 6 secondary school athletic training facilities who were diagnosed with a concussion and presented ≤14 days after concussion were enrolled as part of the Sport Concussion Outcomes in Pediatrics (SCOPE) study during their initial visit and were followed until symptom resolution. Clinical risk scores (Predicting and Preventing Post-concussive Problems in Pediatrics [5P]) and total symptom severity were obtained using the Post-Concussion Symptom Inventory at the initial visit (mean, 4.9 ± 2.9 days after concussion). Participants were then compared based on symptom resolution time: PPCS group (≥28 days to symptom resolution) and no-PPCS group (<28 days). The authors assessed the odds of developing PPCSs based on the 5P risk score using a binary logistic regression model and the utility of the clinical risk prediction tool to identify total time to symptom resolution using a Cox proportional hazards model. Results: A total of 184 participants enrolled, underwent initial evaluation, and were followed until symptom resolution (mean age, 15.2 ± 2.1 years; 35% female). The mean time to symptom resolution across the entire sample was 17.6 ± 3.7 days; 16% (n = 30) of participants developed PPCS. Those in the PPCS group had significantly greater mean initial total 5P risk scores than those in the no-PPCS group (7.9 ± 1.7 vs 5.9 ± 2.3, respectively; P <.001). After adjustment for initial symptom severity, time to assessment, and assessment setting, a higher initial total 5P risk score was associated with a significantly greater odds of developing PPCSs (adjusted odds ratio, 1.49; 95% CI, 1.07-2.08; P =.019). Furthermore, a higher 5P risk score was significantly associated with longer total symptom resolution time (hazard ratio, 0.80; 95% CI, 0.74-0.88; P <.001). Conclusion: In a multicenter sample of youth athletes seen in different outpatient health care settings, the 5P risk score accurately predicted which athletes may be at risk for developing PPCSs. © 2023 The Author(s).",adolescent athlete; concussion; persistent postconcussive symptoms,"Adolescent; Athletes; Athletic Injuries; Brain Concussion; Child; Cohort Studies; Female; Humans; Infant, Newborn; Male; Post-Concussion Syndrome; Sports; adolescent; adult; article; athlete; child; cohort analysis; controlled study; female; genetic susceptibility; high school; human; human tissue; juvenile; major clinical study; male; multicenter study; outcome assessment; outpatient care; pediatrics; post-concussion symptom inventory; prediction; risk assessment; training; young adult; athlete; brain concussion; clinical trial; complication; newborn; postconcussion syndrome; sport; sport injury","""Traumatic Brain Injury and Concussion: Studies on Impacts, Recovery, and Influences""",Traumatic Brain Injury and Concussion Studies in Young Athletes,Post-Concussion Symptoms and Recovery in Adolescents
Elgendy H.; Shalaby R.; Agyapong B.; Lesage D.; Paulsen L.; Delday A.; Duiker S.; Surood S.; Wei Y.; Nkire N.; Agyapong V.I.O.,"Elgendy, Hossam (58737954000); Shalaby, Reham (57210801222); Agyapong, Belinda (57392277200); Lesage, Deanna (57218766311); Paulsen, Lacey (57218761502); Delday, Amy (57218768231); Duiker, Sherianna (57218768695); Surood, Shireen (23490684300); Wei, Yifeng (58598039200); Nkire, Nnamdi (38961809100); Agyapong, Vincent Israel Opoku (21734266300)",58737954000; 57210801222; 57392277200; 57218766311; 57218761502; 57218768231; 57218768695; 23490684300; 58598039200; 38961809100; 21734266300,Effectiveness of Group Physical Exercise in Treating Major Depressive Disorder: An Analysis of Secondary Data from an Aborted Randomized Trial,2024,Behavioral Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188796319&doi=10.3390%2fbs14030219&partnerID=40&md5=d840e0c59e160336aaa2236216669e5c,"Background: Depression is highly prevalent and a significant cause of mortality and morbidity across the globe. Although antidepressants and/or psychotherapy are often used to treat depression, some recent studies indicate that exercise may play an important role in lowering depression symptoms among patients meeting the clinical criteria of a depressive episode. Objectives: This study aimed to evaluate the mental health and wellbeing of adult participants diagnosed with major depressive disorder (MDD) after fourteen weeks of receiving a supervised physical exercise program. Methods: In a pre-post design, the assessments were performed at baseline, seven weeks and fourteen weeks following the exercise intervention program using facilitated self-reported psychometric scales. The Beck Depression Inventory (BDI-2) and Clinical Outcomes in Routine Evaluation—Outcome Measure (CORE-OM) were used to assess depression. The short form of the International Physical Activity Questionnaire (IPAQ) was used for the self-reporting of participants’ physical activity. Results: At the beginning of the study, the baseline total mean scores and standard deviations for the BDI-2, CORE-OM, and IPAQ in both genders did not differ significantly (p-value > 0.05). Patients showed significant improvement in all assessment scales after completing fourteen weeks of the physical exercise program. Based on the BDI-2, the baseline score dropped from 31.25 (indicating moderate to severe depression) to 14.25 (indicating mild to minimal depression), with a p-value of <0.001. The CORE-OM total mean score was reduced from 1.91 to 0.98 with a significant p-value < 0.005 indicating effective clinical improvement in depression symptoms. The IPAQ total MET-minutes/week mean score increased from 1713.22 to 4367.62, indicating an improvement in the participants’ weekly P.E. intake; however, the change was not statistically significant (p = 0.07). Conclusions: Exercise treatment is linked with considerable therapeutic improvement in patients with MDD, particularly when exercise is sustained over time. The BDI-2 and CORE-OM total scores significantly decreased after the fourteen-week P.E. programme, indicating a change from moderate and severe depression to minimal and mild depression. Our findings offer insightful information to primary care doctors and psychiatrists, indicating that prescribing exercise to depressed patients may be a helpful adjunctive therapy. © 2024 by the authors.",depression; exercise; mental health; physical activity; psychiatric patients,,Noise,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,Impact of Physical Exercise on Mental Health Disorders
Muniandy Y.; Xuan C.S.; Singh S.; Vasanthi R.K.; Srinivasan V.; Kumar P.; Suganthirababu P.,"Muniandy, Yughdtheswari (56850455400); Xuan, Chin S. (58508108500); Singh, Sumedha (58507888900); Vasanthi, Rajkumar Krishnan (55420069900); Srinivasan, Vignesh (57223135980); Kumar, Priyadharshini (57966367900); Suganthirababu, Prathap (57210132752)",56850455400; 58508108500; 58507888900; 55420069900; 57223135980; 57966367900; 57210132752,A Comparative Study on Dynamic Balance During Menstrual and Non-Menstrual Period Among Female University Students,2023,National Journal of Community Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165900749&doi=10.55489%2fnjcm.140720232963&partnerID=40&md5=8345e8007e229b1025ccc65839f1e657,"Background: The ability to maintain dynamic balance is crucial for carrying out daily tasks. The female body's balance may be impacted by a number of important factors, including the menstrual cycle. Due to changes in sex hormone levels during menstruation, postural control and muscular coordination may be af-fected. The aim of this study was to compare the dynamic balance among female university students during menstrual and non-menstrual period’s students. Methodology: A comparative study was conducted among female university students to compare the differences in dynamic balance between menstrual and non-menstrual periods. Using the purposive sampling method, a total of 45 university students were recruited. Data were gathered using a validated self-administered questionnaire, and the subjects' dynamic balance was assessed using the Y-balance test. Results: The results indicate that the reach distance (anterior, posteromedial, posterolateral) for right and left stance shows an improvement during non-menstrual period when compared during menstruation (p< 0.001). Conclusions: Regardless of the dominant or non-dominant leg, the dynamic balance of females is better during non-menstruation than it is during menstruation. While recommending exercises to females or while they engage in sports activities, these balance fluctuations in females must be taken into account to mitigate health risks. © 2023 National Journal of Community Medicin.",Balance; Health risk; Menstruation; Sex Hormones; Y-Balance Test,,Noise,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,Impact of Exercise on Health and Rehabilitation
Kolokythas N.; Metsios G.S.; Galloway S.M.; Allen N.; Wyon M.A.,"Kolokythas, Nico (57205753660); Metsios, George S. (13805293500); Galloway, Shaun M. (35190281200); Allen, Nick (16644958100); Wyon, Matthew A. (57207587908)",57205753660; 13805293500; 35190281200; 16644958100; 57207587908,"Reliability, Variability and Minimal Detectable Change of the Isometric Mid-Thigh Pull in Adolescent Dancers",2024,Journal of Dance Medicine and Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185144753&doi=10.1177%2f1089313X231198421&partnerID=40&md5=95dfafdfa081df639966b20aeebb3ce5,"Introduction: The importance and potential benefits of muscular strength in the adolescent’s development for health and fitness has been demonstrated in the literature. Maximal muscular strength and its assessment, however, is not a primary assessment criterium in the selection of young talented dancers. Methods: The present study evaluated the within- and between session reliability, variability, and minimal detectable change (MDC) of the isometric mid-thigh pull (IMTP). Thirty-five participants (female n = 17) participated in 2 identical assessments on the same day with 4-hour break in between. Three 3-second IMTP were performed, and the mean peak force value was used for the analyses. Results: Within-session the ICC indicated excellent reliability (ICC =.99, 95% CI: 0.98-0.99). Between-session reliability was excellent (ICC =.98, 95% CI: 0.95-0.99). The standard error of measurement was 4% (48 N), the minimum detectable change was 12% (134 N) and the CV was 3%. There were no within-session statistically significant differences, but statistically significant differences between-session were observed (P <.001). Limits of agreement ranged from −121 N (95% CI −186 to −56 N) to 307 N (95% CI 243-372 N). Conclusion: The observed results demonstrated excellent within- and between sessions reliability, low variability, and an MDC of 12%. The consistency of the within-session scores suggest that peak force data may be obtained with single try efforts. The statistically significant difference in the means of the retest session, however, suggests that the time of the day or the time since entrained awakening may be affecting performance in adolescent dancers. The results of the current study indicate that the IMTP is a reliable assessment tool for maximal muscular strength in adolescent dancers. © The Author(s) 2023.",maximal; muscular; screening; strength; testing,Adolescent; Dancing; Exercise Test; Female; Humans; Isometric Contraction; Male; Muscle Strength; Reproducibility of Results; Thigh; adolescent; dancing; exercise test; female; human; male; muscle isometric contraction; muscle strength; procedures; reproducibility; thigh,"""Sports-Related Injury, Rehabilitation, and Performance Studies""",Rehabilitation and Assessment in Athletes with Chronic Ankle Instability,Muscle Strength and Recovery in Sports Performance
Tsukahara Y.; Kamada H.; Torii S.; Yamasawa F.,"Tsukahara, Yuka (57222038610); Kamada, Hiroshi (7103390026); Torii, Suguru (8914173800); Yamasawa, Fumihiro (6701825547)",57222038610; 7103390026; 8914173800; 6701825547,Association between Self-reported Overtraining Syndrome and Symptoms in High School Track and Field Athletes,2023,International Journal of Sports Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148677741&doi=10.1055%2fa-1954-9239&partnerID=40&md5=e109e9373d8f7838007d589c0c5dcd26,"Diagnosing overtraining syndrome is challenging and it is often correlated with other diseases, especially those related to low energy availability. Therefore, we investigated the prevalence of overtraining syndrome-like symptoms and correlative factors in 389 female and 572 male national-level high school track and field athletes. They were asked to complete a survey regarding their history of overtraining syndrome-like symptoms, injuries, and diseases. The survey results revealed that 13.4% (52/389) of female and 13.3% (76/572) of male athletes had a history of overtraining syndrome-like symptoms. Logistic regression analysis showed that training hours per day (odds ratio, 1.74; 95% confidence interval, 1.12-2.71) was an associated factor in female athletes, while rest days per week (odds ratio, 0.61; 95% confidence interval, 0.37-1.00), skipping meals (odds ratio, 3.73; 95% confidence interval, 1.50-9.29), and having snacks/light meals on a regular basis (odds ratio, 0.46; 95% confidence interval, 0.26-0.83) were the associated factors in male athletes. In conclusion, athletes with overtraining syndrome-like symptoms may be prone to injuries and diseases. Hence, although overtraining syndrome is difficult to diagnose, further attention should be paid to minimize overtraining syndrome-related risks. © 2023 Georg Thieme Verlag. All rights reserved.",anemia; injury; overtraining syndrome; track and field,Athletes; Female; Humans; Male; Overtraining Syndrome; Self Report; Surveys and Questionnaires; Track and Field; athlete; female; human; male; overtraining syndrome; questionnaire; self report; track and field,"Physical Fitness, Sports Performance, and Injury Prevention Studies",Athletic Performance and Injury Prevention in Young Players,Injury Risk and Performance in Athletes
Soboleva E.V.; Suvorova T.N.; Masharova T.V.; Zaslavskaya O.Yu.,"Soboleva, Elena V. (57195557575); Suvorova, Tatyana N. (57195553607); Masharova, Tatyana V. (57203908645); Zaslavskaya, Olga Yu. (57212876546)",57195557575; 57195553607; 57203908645; 57212876546,The Use of Mobile Tools when Implementing the Master’s Degree Program “Adaptive Physical Rehabilitation” to Improve the Quality of Students' Professional Training,2023,European Journal of Contemporary Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173127600&doi=10.13187%2fejced.2023.3.987&partnerID=40&md5=cc2c807d586868a16847054a655beee3,"Training of professionals capable of carrying out activities in physical rehabilitation involves acquisition of knowledge and practical skills in the field of using sports and pedagogical technologies for active formation of health of individuals with special needs. New digital educational services allow creating additional conditions for optimizing financial resources, reducing the time for training and retraining of specialists. The purpose of the study is to identify the possibilities of using mobile tools when implementing the master’s degree program “Adaptive Physical Rehabilitation” to improve the quality of students' professional training. The methodology is based on the analysis of the potential of mobile tools for implementing initiatives and government programs for development of inclusive education, support for physical rehabilitation. The authors developed testing which consists of two blocks ""Digital tools of professional activities"", ""Theory and methods of physical education"". Research results. Groups of mobile applications which help to create additional conditions for improving the quality of student training were identified: for training at home and for fitness, for optimizing nutrition, assessing the state of the body, organizing a system of physical exercises for children, dosing loads. In conclusion, the features of preparing students of the master’s degree program are described: creating and maintaining a high level of motivation by means of mobile technologies; consistency and alternation of intellectual work with software and motor activities; social orientation of classes, etc. © 2023 by Cherkas Global University All rights reserved.",adaptive sports; digital technology; inclusive education; mobile learning; physical rehabilitation; professional activities,,Noise,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,Management and Treatment of Chronic Musculoskeletal Pain
Capella S.; Demoulin E.; Wilkinson C.; Hindle P.,"Capella, Stefano (58265574600); Demoulin, E. (58779171300); Wilkinson, C. (57224098456); Hindle, P. (57656991900)",58265574600; 58779171300; 57224098456; 57656991900,Longitudinal study of medical downgrades in the Royal Air Force,2023,BMJ Military Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106914656&doi=10.1136%2fbmjmilitary-2021-001839&partnerID=40&md5=6640336f937fdaffdb6d6543fcfd451f,"Introduction As the focus of the Royal Air Force (RAF) shifts from sustained to contingency operations and the number of personnel is reduced, the burden of retained, medically downgraded personnel may affect operational readiness. The main aims were: to define the prevalence of morbidity leading to permanent medical downgrading; to determine at risk populations and identify areas for improvement. Method Database of personnel referred to the RAF Medical Board was analysed from January 2012 to October 2013 and January 2017 to December 2019. Patients were excluded if they did not require a formal medical board; incomplete and duplicate entries were also excluded. The primary reason for medical downgrade was categorised with an ICD-10 code. Further subanalysis compared musculoskeletal disease with age, individual trade groups and anatomic region. Results 2% of RAF service personnel were permanently downgraded annually. Musculoskeletal disease was the leading cause for permanent downgrade across both periods: 58% and 49%. Female personnel were at a greater risk of musculoskeletal downgrade compared with males. Spinal and knee pathology were the leading cause for downgrading among € high risk' personnel. Personnel downgraded due to musculoskeletal pathology were often retained in a limited role with 10% and 5% retained as medically fully deployable. 14% and 12% of personnel downgraded due to musculoskeletal pathology were medically discharged. Conclusion Musculoskeletal disease was the leading cause for permanent medical downgrades in the RAF. A greater proportion of downgraded personnel with musculoskeletal conditions were retained in service with medical limitations rather than medically discharged. © Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.",adult orthopaedics; musculoskeletal disorders; occupational & industrial medicine,Female; Humans; Longitudinal Studies; Lower Extremity; Male; Military Personnel; Musculoskeletal Diseases; female; human; longitudinal study; lower limb; male; military personnel; musculoskeletal disease,"Physical Fitness, Sports Performance, and Injury Prevention Studies",Athletic Performance and Injury Prevention in Young Players,Gender Differences in Musculoskeletal Health & Physical Fitness
Hong J.; Lee J.-Y.; Shin H.-S.; Kim M.-J.; Kim J.-H.; Lee S.M.; Lee K.; Eom G.-M.,"Hong, Junghwa (7404118735); Lee, Jun-Young (57222528982); Shin, Hyeon-Soo (58693552300); Kim, Min-Jae (58074560300); Kim, Ju-Hee (58973675100); Lee, Sean Min (58973306600); Lee, Kikwang (55799131000); Eom, Gwang-Moon (55995119100)",7404118735; 57222528982; 58693552300; 58074560300; 58973675100; 58973306600; 55799131000; 55995119100,Gender Differences in Lower Limb Biomechanics During Stair Ascent in Young Subjects,2024,International Journal of Precision Engineering and Manufacturing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189639475&doi=10.1007%2fs12541-023-00950-0&partnerID=40&md5=fc8ab74b48cbdf18ac5244fbedcdd1bb,"The aim of this study was to investigate gender differences in the biomechanics of lower limb joints during stair ascent, focusing on the distribution of joint loads. Thirty-six young subjects (18 males and 18 females) ascended instrumented stairs while kinematic and kinetic data were measured. Mechanical variables of the lower limb joints and body posture on the sagittal plane were compared between genders, and their associations were also investigated. Female subjects exerted more mechanical work, power, and joint moment than male subjects at the knee joint, while males exerted more at the hip joint. Females and males showed a longer moment arm of ground reaction force at the knee and hip joints, respectively. The moment arm, but not the magnitude, of ground reaction force was strongly associated with the joint moment (r = 0.80–0.97). Females exhibited a more crouched stance limb (lower heel lift, greater ankle dorsiflexion, and knee flexion) than males. A more crouched and extended lower limb posture was found to be correlated with a longer moment arm at the knee and hip joints, respectively. Half of the variance in moment arm could be explained by the heel lift angle. The results indicate that females allocate greater work to the knee joint but less to the hip joint than males do in order to elevate body mass to a higher step during stair ascent. The work distribution strategy appears to be influenced significantly by posture, particularly the choice of foot contact method: heel-toe standing in females and toe standing in males. © The Author(s), under exclusive licence to Korean Society for Precision Engineering 2024.",Distribution; Gender difference; Lower limb; Mechanical work; Stair ascent; Strategy,Biomechanics; Hip prostheses; Physiological models; Stairs; Distribution; Gender-differences; Hip joints; Joint moment; Knee joint; Lower limb; Mechanical work; Moment arms; Stair ascent; Strategy; Joints (anatomy),"""Lower Extremity Health and Biomechanics: Studies on Pain, Function, and Treatment Methods""",Lower Limb Biomechanics and Pain Management in Chronic Conditions,Gender Differences in Musculoskeletal Health & Physical Fitness
